item_id,item_material,item_num,item_length,item_width,item_
20885,XMJQ-0218S,1,444,48,375
20886,XMJQ-0215S,1,388,118,192
20887,XXB-0218S,1,386.5,202,65
20888,NBSY-0218S,1,415,306,201
20889,XMJQ-0218S,1,562,379,369
20890,XMJQ-0218S,1,448,771,368
20891,NBSY-0215S,1,301.5,725.5,167
20892,NBSY-0218S,1,716,508,173
20893,NBSY-0218S,1,1258,380,177
20894,NBSY-0215S,1,1348,88,166
20895,NBSY-0218S,1,348,577,316
20896,NBSY-0218S,1,1730,758,318
20897,XXB-0215S,1,315,92.5,86
20898,NBSY-0218S,1,2072,547,281
20899,NBSY-0218S,1,443,548,281
20900,NBSY-0218S,1,448,566,281
20901,XMJQ-0218S,1,920,468,375
20902,QKQ-0218S,1,1956.5,488,37
20903,XMJQ-0218S,1,1368,38,368
20904,XMJQ-0218S,1,1448,547,10
20905,XMJQ-0218S,1,847,347,9
20906,5-0218S,1,534,397,327
20908,XMJQ-0218S,1,480,88,372
20909,XMJQ-0218S,1,733,298,368
20910,NBSY-0218S,1,794,297,51
20911,NBSY-0218S,1,598,330,319
20912,XMJQ-0218S,1,448,577.5,158
20913,NBSY-0218S,1,981,802,302
20914,XXB-0215S,1,622.5,289,70
20915,XMJQ-0218SD,1,871,577,6
20916,XMJQ-0218S,1,666,268,192
20917,NBSY-0218S,1,230,378,69
20918,XXB-0218S,1,213.5,661,112
20919,NBSY-0218S,1,329,554.5,168
20920,XXB-0218S,1,561.5,361.5,168
20921,NBSY-0218S,1,361,400,50
20922,XMJQ-0218S,1,2398,530,85
20923,NBSY-0218SD,1,2058,58,25
20924,XMJQ-0218S,1,1013,356,194
20925,NBSY-0218S,1,377,539,65
20926,XXB-0218S,1,637.5,267.5,167
20927,NBSY-0218S,1,776,529,177
20928,5-0218S,1,1121,504,121
20929,XXB-0218S,1,2034,388,339
20930,NBSY-0218S,1,817,359,50
20931,XXB-0218S,1,569,383.8,316
20932,NBSY-0225S,1,1103,498,318
20933,NBSY-0218S,1,871,58,223
20934,XMJQ-0218S,1,1998,560,11
20935,NBSY-0218S,1,980,277,121
20936,XMJQ-0218S,1,380,336,85
20937,NBSY-0218SD,1,730.5,376.5,25
20938,XMJQ-0218S,1,362,58,292
20939,XMJQ-0218S,1,392,566,282
20940,XMJQ-0218S,1,194,327,92
20941,NBSY-0218S,1,934,991,67
20942,NJHL-0218S,1,362,228,24
20943,NBSY-0218S,1,868,853,50
20944,NBSY-0215S,1,344.5,575,319
20945,QKQ-0218SD,1,183,58,11
20946,XXB-0218S,1,785,445,204
20947,NBSY-0218S,1,755,508,242
20948,XMJQ-0218S,1,402,58,368
20949,NBSY-0218SD,1,446.5,58,67
20950,NBSY-0215S,1,1559.5,362,114
20951,NBSY-0218S,1,2398,138,114
20952,NBSY-0218S,1,1879,58,177
20953,XXB-0218S,1,372.5,377.8,175
20954,NBSY-0218SD,1,2098,88,174
20955,XMJQ-0218SD,1,2411,198,45
20956,XMJQ-0215S,1,881.5,392,282
20957,XMJQ-0218S,1,835,218,375
20958,XMJQ-0218S,1,1960,598,37
20959,XMJQ-0218S,1,765,538,192
20960,NBSY-0218S,1,498,516,167
20961,NBSY-0215S,1,288,78,301
20962,NBSY-0218S,1,1998,198,312
20963,NBSY-0218S,1,376,58,51
20964,NBSY-0218S,1,825,58,38
20965,NBSY-0215S,1,472,489,302
20966,NBSY-0218S,1,422,307.5,203
20967,XMJQ-0218SD,1,522,505,24
20968,NBSY-0218S,1,810,508,173
20969,NBSY-0218S,1,1709.5,278,171
20970,NBSY-0218S,1,851,53,166
20971,XXB-0218S,1,637.5,435,166
20972,NBSY-0218S,1,2038,38,170
20973,NBSY-0218S,1,329,58,168
20974,XMJQ-0218S,1,2398,358,85
20975,XMJQ-0225S,1,734,547,292
20976,XXB-0218S,1,439.5,417,281
20977,NBSY-0215S,1,278,92.5,68
20978,XMJQ-0218S,1,1038,400,37
20979,XXB-0218S,1,670.5,329.5,111
20980,NBSY-0218S,1,443,205,241
20981,NBSY-0218S,1,98.5,365,327
20982,NBSY-0218S,1,762,308,203
20983,XMJQ-0218SD,1,474,379,369
20984,NBSY-0218S,1,758,380,167
20985,NBSY-0218S,1,394.5,508,173
20986,NBSY-0218S,1,295,278,171
20987,XMJQ-0215S,1,429.5,422,158
20988,NBSY-0215S,1,488,78,302
20989,QKQ-0218S,1,170,48,7
20990,NBSY-0218S,1,2098,548,281
20991,XMJQ-0218S,1,748,287,376
20992,XMJQ-0215S,1,2244,920,375
20993,XMJQ-0218S,1,835,218,375
20994,XMJQ-0218S,1,2341,530,375
20995,XMJQ-0218S,1,956,578,37
20996,XMJQ-0218S,1,650,38,212
20997,5-0218S,1,1038,596,327
20998,NBSY-0215S,1,489,212.5,202
20999,5-0218S,1,1823,38,201
21000,XMJQ-0218S,1,562,379,369
21001,XMJQ-0218S,1,2008,518,368
21002,XMJQ-0218SD,1,459.5,505,24
21003,NBSY-0215S,1,525,132.5,168
21004,NBSY-0218S,1,816,340,50
21005,NBSY-0218S,1,473,447,224
21006,XMJQ-0218S,1,883,88,9
21007,XMJQ-0218SD,1,1748,58,160
21009,XMJQ-0218S,1,464,88,37
21010,XMJQ-0218S,1,782,575,193
21011,YGKQ-0418S,1,857.5,242.5,195
21012,XXB-0218SD,1,2158,108,92
21013,NBSY-0218S,1,294,277.5,69
21014,XXB-0218S,1,448,898,113
21015,XMJQ-0215S,1,295,132.5,45
21016,NBSY-0215S,1,2001,402,281
21017,XXB-0215S,1,354,489,281
21018,XMJQ-0215S,1,692,132.5,376
21019,XMJQ-0218S,1,444,48,375
21020,XMJQ-0225S,1,206,572.5,37
21022,NBSY-0218S,1,834,308,203
21023,XMJQ-0218S,1,398,228,370
21024,JH-0218S,1,546,218,24
21025,NBSY-0218SD,1,598,74,339
21026,NBSY-0218S,1,452,257,339
21027,XXB-0215S,1,288,118,70
21028,XMJQ-0218S,1,923,357,10
21029,XMJQ-0215S,1,725,845,9
21030,XMJQ-0218S,1,878.5,558,158
21031,NBSY-0218S,1,1532,58,242
21032,NBSY-0215S,1,405.5,756,242
21033,NBSY-0218SD,1,597,88,174
21034,NBSY-0218S,1,2366,38,168
21035,NBSY-0215S,1,378.5,817,50
21036,XXB-0218S,1,814,315,51
21037,NBSY-0218S,1,2048,598,316
21038,XMJQ-0218S,1,1023.5,482,185
21039,XMJQ-0215S,1,745.5,489,193
21040,NBSY-0218S,1,934,1009.5,67
21041,NBSY-0218S,1,2218,209.5,113
21042,NBSY-0218S,1,498,560,167
21043,NBSY-0215S,1,564,339,171
21044,XXB-0218S,1,295,48,174
21045,NBSY-0218S,1,2072,58,281
21046,XMJQ-0215S,1,238,158,376
21047,XMJQ-0218S,1,444,48,375
21048,XMJQ-0218S,1,463,578,37
21049,5-0218S,1,2034,376.5,292
21050,XMJQ-0218S,1,781,536,193
21051,5-0218S,1,692,208.5,139
21052,NBSY-0218S,1,415,306,201
21054,XMJQ-0215S,1,2361,482,369
21055,5-0218S,1,769,448.5,372
21056,XXB-0218S,1,565,395,301
21057,NBSY-0215S,1,314,389,291
21058,XMJQ-0225S,1,1977,548,226
21059,NBSY-0215S,1,480,52.5,302
21060,QKQ-0218SD,1,2409,421.5,8
21061,QKQ-0218SD,1,163,58,11
21062,5-0218S,1,1121,504,121
21063,NBSY-0218S,1,753,310,65
21064,NBSY-0218S,1,1862,1038,69
21065,XXB-0218S,1,637.5,267.5,167
21066,NBSY-0215S,1,1220.5,442,177
21067,NBSY-0215S,1,288,118,170
21068,NBSY-0218S,1,761,310,319
21069,XMJQ-0218S,1,900,58,86
21070,XXB-0218S,1,2324,455,86
21071,XMJQ-0218SD,1,1132,329,45
21072,NBSY-0218S,1,963,558,68
21073,XMJQ-0218S,1,526,598,37
21074,XMJQ-0218S,1,1038,400,37
21075,NBSY-0218S,1,934,547,352
21076,NBSY-0215S,1,298,158,139
21077,NBSY-0218S,1,2262,325,202
21078,XMJQ-0218S,1,885,328,372
21079,QKQ-0218SD,1,625,58,24
21080,JH-0218S,1,223,598,24
21081,XMJQ-0218SD,1,1683,525,24
21082,NBSY-0215S,1,438,78,174
21084,XMJQ-0218S,1,2046,577,158
21085,NBSY-0218S,1,1018,348,302
21086,NBSY-0218SD,1,678,58,70
21087,XMJQ-0218S,1,845,327,9
21088,XMJQ-0218S,1,472,466,37
21089,XMJQ-0218S,1,2438,38,193
21090,XMJQ-0218S,1,1014,538,194
21091,NBSY-0218S,1,230,378,69
21092,NBSY-0215S,1,438,118,173
21093,XXB-0218S,1,389.5,176,173
21094,XMJQ-0218S,1,1123,529,85
21095,5-0218S,1,669,468,292
21096,XMJQ-0215S,1,1006,754,293
21097,NBSY-0218S,1,410,58,281
21098,NBSY-0218S,1,158,48,68
21099,QKQ-0215S,1,488,158,37
21100,NBSY-0218S,1,736,508,172
21101,NBSY-0218S,1,305,205,50
21102,XXB-0215S,1,621.5,92.5,70
21103,NJHL-0218SD,1,512,560,7
21104,NBSY-0218S,1,112,308,301
21105,XMJQ-0218S,1,1012,288,194
21106,XMJQ-0218S,1,2376,580,190
21107,XMJQ-0215S,1,789,489,195
21108,XMJQ-0218S,1,785,310,92
21109,NBSY-0218S,1,295,278,171
21110,NBSY-0218S,1,794,38,170
21111,XMJQ-0218S,1,447,341,190
21112,NBSY-0218S,1,810,508,173
21113,NBSY-0215S,1,2101,776,177
21114,NBSY-0218S,1,2398,38,177
21115,NBSY-0218S,1,735.5,460,175
21116,QKQ-0218S,1,1566,460.5,291
21117,XMJQ-0218S,1,445,404,158
21118,NBSY-0215S,1,298,158,139
21119,XMJQ-0218S,1,617,297,368
21120,XMJQ-0215S,1,594,339,212
21121,XMJQ-0218S,1,891,58,86
21122,NSLH-0235S,1,998,258,292
21123,NBSY-0218S,1,2072,547,281
21124,XMJQ-0218S,1,457,58,375
21125,XMJQ-0218SD,1,2398,58,37
21126,XMJQ-0218S,1,788,558,190
21127,XMJQ-0215S,1,156,421,204
21128,NJYH-0215S,1,621,289,119
21129,NBSY-0218S,1,798,325,201
21130,XMJQ-0218SD,1,1062,537.5,369
21132,XMJQ-0225S,1,298,398,354
21133,NBSY-0218S,1,347,347.5,312
21134,SL-0218S,1,210,443,291
21135,XXB-0218S,1,654,284,226
21136,XXB-0218S,1,552,128,302
21137,XMJQ-0215S,1,776,439,7
21138,XMJQ-0218S,1,1998,560,11
21139,NBSY-0218SD,1,559,58,65
21140,XXB-0215S,1,764.5,339,69
21141,5-0218S,1,491.5,505,177
21142,XXB-0218S,1,694,285,171
21143,NBSY-0215S,1,535,469,166
21144,XXB-0218S,1,634.5,286.3,165
21145,XXB-0215S,1,438,118,86
21146,XXB-0215S,1,353,132.5,281
21147,XMJQ-0215S,1,1158,501,37
21148,NBSY-0218SD,1,845,58,67
21149,NBSY-0215S,1,2253,992,67
21150,NBSY-0218S,1,1578,610,114
21151,XMJQ-0215S,1,668,439,8
21152,QKQ-0215S,1,438,198,11
21153,NBSY-0218S,1,1532,88,242
21154,JH-0218S,1,695,194.5,24
21155,XMJQ-0218S,1,732,577,211
21156,XMJQ-0218S,1,213.5,58,211
21157,NBSY-0218S,1,641,560,167
21158,NBSY-0215S,1,357.5,736.5,175
21159,XXB-0218S,1,393,172,170
21160,NBSY-0215S,1,438,78,174
21161,XXB-0215S,1,583,489,226
21162,NBSY-0215S,1,488,78,302
21163,XMJQ-0215S,1,693,239,376
21164,XMJQ-0218S,1,2366,563,194
21165,XMJQ-0218S,1,820,557,194
21166,XMJQ-0218SD,1,2403,618,191
21167,XMJQ-0215S,1,396,489,192
21168,XXB-0218S,1,819,386.5,65
21169,XMJQ-0218SD,1,871,579,6
21170,XMJQ-0218S,1,903,259,10
21171,XMJQ-0218S,1,846,327.5,9
21172,XMJQ-0218S,1,778,518,368
21174,NBSY-0218S,1,789,478,67
21175,NBSY-0218S,1,380,378,167
21176,NBSY-0218S,1,2060,377,171
21177,NBSY-0218S,1,344,58,168
21178,NBSY-0218S,1,351.5,118,318
21179,NBSY-0215S,1,114.5,461,302
21180,XMJQ-0218S,1,362,527,292
21181,XMJQ-0218S,1,354,678,63
21182,NBSY-0218S,1,516,559,167
21183,NBSY-0215S,1,2026,88,166
21184,NBSY-0218S,1,430,738,318
21185,XMJQ-0218S,1,695,357,10
21186,5-0218S,1,994,398,327
21187,XMJQ-0218S,1,748,448,367
21188,QKQ-0218S,1,365,494,367
21189,NBSY-0218S,1,507,258,339
21190,XXB-0218SD,1,2334,482.5,213
21191,QKQ-0218S,1,1873.5,365,25
21192,XMJQ-0218S,1,748,287,376
21193,5-0218S,1,2034,382,292
21194,XMJQ-0218S,1,788,558,190
21195,XMJQ-0218S,1,212,328,92
21196,NBSY-0218S,1,200,327,112
21197,XMJQ-0218S,1,732,558,211
21198,NBSY-0218S,1,827,560,38
21199,XMJQ-0215S,1,1975,1023.5,185
21200,XMJQ-0218S,1,333,38,10
21201,NJYH-0215S,1,288,118,119
21202,NBSY-0215S,1,314,289,301
21203,NBSY-0218S,1,452,257,339
21204,NBSY-0215S,1,301.5,449.5,177
21205,NBSY-0218S,1,304,278,171
21206,NBSY-0218S,1,851,439,166
21207,SL-0218S,1,271,277.5,317
21208,NBSY-0218S,1,2398,38,165
21209,NBSY-0218S,1,1263.5,297,174
21210,XMJQ-0215S,1,631,92.5,190
21211,NBSY-0218S,1,2350,580,67
21212,XXB-0218S,1,794.5,337.8,169
21213,XXB-0218S,1,894.5,377.8,175
21214,NBSY-0218S,1,1202,578,165
21215,NBSY-0218SD,1,2118,58,174
21216,XMJQ-0218S,1,695,58,10
21217,XMJQ-0218S,1,847,232.5,7
21218,XMJQ-0218S,1,445,404,158
21219,NJYH-0215S,1,288,78,119
21220,5-0218S,1,745,448,372
21221,XMJQ-0218S,1,402,58,368
21222,NBSY-0218S,1,346,327.5,312
21223,NBSY-0218S,1,822,347,312
21224,NBSY-0218S,1,305,205,50
21225,NBSY-0218S,1,372,295,51
21226,NBSY-0218S,1,828,298,51
21227,NBSY-0218S,1,311,802,302
21228,XXB-0218S,1,439.5,417,281
21229,XMJQ-0218S,1,447,341,190
21230,XMJQ-0218S,1,844,518,195
21231,XXB-0218S,1,861,398,92
21232,NBSY-0218S,1,776,510,177
21233,NBSY-0218S,1,350,378,171
21234,QKQ-0218S,1,402,183,353
21235,XMJQ-0215S,1,338,238,212
21236,NBSY-0218S,1,395,38,166
21237,NBSY-0218S,1,360,540,170
21238,NBSY-0218S,1,598,297,174
21239,NBSY-0218S,1,2072,58,172
21240,NBSY-0218S,1,473,447,224
21241,XMJQ-0218S,1,733,518,368
21242,XMJQ-0215S,1,2291,891,86
21243,XMJQ-0218S,1,596.5,547,87
21244,XMJQ-0218S,1,352,58,45
21245,XMJQ-0218S,1,293,178,45
21246,XMJQ-0215S,1,1006,364,293
21248,NBSY-0218SD,1,618,58,339
21249,NBSY-0218S,1,452,58,339
21250,XMJQ-0218S,1,368,309.5,353
21251,XMJQ-0215S,1,294.5,650,212
21252,XMJQ-0218S,1,450,378,211
21253,NBSY-0218S,1,2261,58,119
21254,XMJQ-0218S,1,432,327,367
21256,XMJQ-0218S,1,778,518,368
21257,QKQ-0218SD,1,1743,58,24
21258,XXB-0218S,1,2034,387.5,339
21259,NBSY-0215S,1,438,118,172
21260,NBSY-0218S,1,328.5,557,168
21261,NBSY-0215S,1,388,78,318
21262,NBSY-0215S,1,471,52.5,302
21263,XMJQ-0215S,1,2371,932,7
21264,XXB-0218S,1,1348,218,204
21265,XMJQ-0218S,1,1138,428,293
21266,XMJQ-0215S,1,2244,920,375
21267,NBSY-0215S,1,438,118,68
21268,XXB-0215S,1,288,78,114
21269,NBSY-0218S,1,1258,380,177
21270,NBSY-0215S,1,148,758,170
21271,QKQ-0218S,1,1198,424.5,44
21272,XMJQ-0218S,1,349,509,292
21273,XMJQ-0215S,1,448,559,293
21274,XMJQ-0218S,1,788,558,190
21275,XMJQ-0218S,1,128,558,191
21276,XMJQ-0225S,1,268,48,195
21277,QKQ-0218SD,1,2003.5,395,368
21278,XMJQ-0218SD,1,672,503,24
21279,XMJQ-0218S,1,711,773,353
21280,XMJQ-0225SD,1,772,517.5,7
21281,XMJQ-0218S,1,948,557,11
21282,XMJQ-0218S,1,429,323,204
21283,XMJQ-0218S,1,846,560,160
21284,XMJQ-0218SD,1,508,58,158
21285,NBSY-0215S,1,621,299,139
21286,NBSY-0218S,1,862,877.5,168
21287,NBSY-0218S,1,377.9,58,312
21288,NBSY-0218S,1,375,274,51
21289,NBSY-0215S,1,1901,762,319
21290,NBSY-0218S,1,2360,327,319
21291,NBSY-0218S,1,410,446,224
21292,XMJQ-0218S,1,826,518,195
21293,NBSY-0218S,1,450,58,67
21294,NBSY-0218S,1,713,297,69
21295,NBSY-0218S,1,1300,327,111
21296,XXB-0218S,1,637.5,267.5,167
21297,5-0215S,1,2101,472,177
21298,XMJQ-0218S,1,195,48,85
21299,XMJQ-0218S,1,1483,148.5,44
21300,XMJQ-0218S,1,920,58,375
21301,XMJQ-0215S,1,488,158,375
21302,XMJQ-0218S,1,956,38,375
21303,XMJQ-0225S,1,1668,598,191
21304,QKQ-0218S,1,1896,432.5,160
21305,XMJQ-0218S,1,849,517,368
21306,NBSY-0218S,1,543,418,318
21308,XMJQ-0215S,1,861,466,226
21309,XXB-0215S,1,438,118,70
21310,QKQ-0218S,1,948,348,26
21311,QKQ-0215S,1,791,172.5,11
21312,NBSY-0218S,1,1768,148.5,113
21313,NBSY-0215S,1,621.5,516,167
21314,NBSY-0218S,1,498,560,167
21315,XXB-0218S,1,315,333,166
21316,XXB-0218S,1,568,124.5,174
21317,XXB-0215S,1,519,289,319
21318,XMJQ-0218S,1,362,527,292
21319,5-0218S,1,534,476.5,292
21320,QKQ-0218S,1,362,198,37
21321,XMJQ-0218S,1,2001,557,292
21322,XMJQ-0218S,1,606,38,192
21323,XXB-0218S,1,861,398,92
21324,NBSY-0218S,1,1901,577,122
21325,XMJQ-0218S,1,327,38,367
21326,JH-0215S,1,205,671,24
21327,QKQ-0218SD,1,1178.5,249,24
21328,XMJQ-0218S,1,536,48,8
21329,XMJQ-0218S,1,467.5,540,11
21330,XMJQ-0218S,1,1312,58,204
21331,NBSY-0215S,1,703,92.5,120
21332,NJYH-0218S,1,308.5,456,119
21333,5-0218S,1,928,328,203
21334,NBSY-0215S,1,306,92.5,175
21335,NBSY-0218S,1,2386,558,168
21336,XXB-0218S,1,1793.5,267.5,167
21337,NBSY-0218S,1,430,596,318
21338,QKQ-0218S,1,2079,446,158
21339,XMJQ-0215S,1,951,492,226
21340,NBSY-0218S,1,2318,318,66
21341,NBSY-0215S,1,2251,692,114
21343,5-0218S,1,1204,623,177
21344,5-0218S,1,295.5,464.5,177
21345,NBSY-0215S,1,438,118,175
21346,XMJQ-0215S,1,234,132.5,85
21347,QKQ-0218S,1,1039,386.5,293
21348,XMJQ-0218S,1,1922,58,376
21349,XXB-0218S,1,700,398,92
21350,XMJQ-0215S,1,194,1145,92
21351,XMJQ-0218S,1,734,678,63
21352,NBSY-0215S,1,798,843,201
21353,NBSY-0218S,1,1312,58,122
21354,XMJQ-0215S,1,1941,1017,24
21355,NJHL-0215S,1,196,362,24
21356,NBSY-0218S,1,935,327,351
21357,XMJQ-0218S,1,252,237,211
21358,NBSY-0218S,1,1258,380,177
21359,NBSY-0218S,1,947,538,317
21360,XXB-0218S,1,394,424,50
21361,NBSY-0215S,1,178,392,50
21362,QKQ-0218S,1,693,198,6
21363,5-0218S,1,692,208.5,139
21364,XMJQ-0218S,1,425,364,86
21365,NBSY-0218S,1,158,48,68
21366,XMJQ-0215S,1,405.5,489,192
21367,XMJQ-0218S,1,606,598,192
21368,NBSY-0215S,1,2253,934,67
21369,NBSY-0218S,1,397,277.5,69
21370,JH-0218S,1,205,597,24
21371,ZYF-0218S,1,493,185,301
21372,NBSY-0215S,1,298,158,139
21373,NBSY-0218S,1,422,307.5,203
21374,XMJQ-0218S,1,1456,432,367
21375,XMJQ-0218S,1,432,327,367
21376,XMJQ-0218SD,1,481,298,369
21377,XMJQ-0218S,1,405,517,368
21378,NBSY-0218S,1,294,277.5,69
21379,NBSY-0215S,1,563,212.5,171
21380,NBSY-0218S,1,2398,38,165
21381,XXB-0215S,1,734,239,51
21382,NBSY-0215S,1,469.5,436,291
21383,NBSY-0215S,1,405.5,756,242
21384,XMJQ-0218S,1,924,278,292
21385,NBSY-0218S,1,1798,530,91
21386,NBSY-0225S,1,1061,510,91
21387,NBSY-0218S,1,692,58,114
21388,NBSY-0218S,1,1437,38,167
21389,5-0218S,1,295.5,464.5,177
21390,NBSY-0218S,1,363,58,327
21391,CBZP-0218S,1,321.5,848,372
21392,XMJQ-0218S,1,733,518,368
21393,XXB-0218S,1,431,219,211
21394,XMJQ-0218S,1,998,238,211
21395,XXB-0218S,1,689.5,320,171
21396,NBSY-0215S,1,721,528,167
21397,NBSY-0218S,1,679.5,158.5,312
21398,XXB-0218S,1,599,358,319
21399,XMJQ-0218S,1,342,38,10
21400,XMJQ-0218S,1,1126,360,159
21401,XMJQ-0218SD,1,2411,330,45
21402,XMJQ-0218S,1,1141.5,58,44
21403,XMJQ-0225S,1,1453,88,376
21404,XMJQ-0215S,1,692,132.5,376
21405,XMJQ-0218S,1,397,444,375
21406,XMJQ-0225S,1,498,88,195
21407,XMJQ-0218S,1,402,297,368
21408,XXB-0218S,1,667,501,211
21409,NJHL-0218S,1,261,826,50
21411,XMJQ-0218S,1,687,276,10
21412,XMJQ-0218S,1,458.5,540,11
21413,NBSY-0218S,1,562,414,327
21414,NBSY-0218S,1,930,327,203
21415,NBSY-0218S,1,573,508,317
21416,XXB-0218S,1,1934,394,170
21417,NBSY-0215S,1,671.5,553.5,165
21418,NBSY-0218S,1,582,557,168
21419,XXB-0218S,1,2322,361.5,168
21420,XXB-0218SD,1,694.5,425,312
21421,XMJQ-0218S,1,155,537,192
21422,XXB-0218S,1,582,207.5,92
21423,NBSY-0218S,1,383.5,478,67
21424,NBSY-0218SD,1,1918,58,69
21425,NBSY-0218S,1,522,58,321
21426,NBSY-0218S,1,735.5,458,175
21427,XMJQ-0218S,1,2388,38,86
21428,XMJQ-0218SD,1,695,58,87
21429,NBSY-0218S,1,713,297,69
21430,NBSY-0218S,1,1661,377,69
21431,XXB-0218S,1,588,470,69
21432,NBSY-0215S,1,271.5,671,171
21433,XMJQ-0218S,1,871,558,6
21434,NHLP-0218S,1,1274,320,204
21436,NBSY-0218S,1,736.5,460,175
21437,NBSY-0218S,1,850,393,166
21438,XXB-0218S,1,295,48,174
21439,NBSY-0218S,1,862,879.5,168
21440,NBSY-0218S,1,680,578,38
21441,5-0218S,1,666.5,426.5,38
21442,XXB-0215S,1,438,118,86
21443,XMJQ-0218SD,1,352,329,45
21444,XMJQ-0218SD,1,2411,198,45
21445,XMJQ-0218S,1,733,558,292
21446,NBSY-0218S,1,992,1009.5,67
21447,NBSY-0218S,1,498,560,167
21448,QKQ-0215S,1,604,489,6
21449,QKQ-0218S,1,365,341,367
21450,XMJQ-0218S,1,1493,38,367
21451,XMJQ-0215S,1,458,562,369
21452,NBSY-0218S,1,1140,579,339
21453,5-0218S,1,495,530,177
21454,XXB-0218S,1,695,285,171
21455,JH-0218S,1,822,257,312
21456,QKQ-0218S,1,2079,444.8,158
21457,NBSY-0218S,1,825,58,38
21458,NBSY-0218SD,1,186,58,70
21459,XMJQ-0218S,1,1638,38,85
21460,XXB-0215S,1,354,489,281
21461,XMJQ-0218S,1,442,399,37
21462,XMJQ-0218S,1,800,518,193
21463,NBSY-0218S,1,1661,377,69
21464,NBSY-0215S,1,200,646,112
21465,XMJQ-0218S,1,653.5,252.6,211
21466,NBSY-0218S,1,476,578,327
21467,NBSY-0218S,1,873,307.5,203
21468,NBSY-0218S,1,1312,577,122
21469,XMJQ-0218S,1,1108,137.5,370
21470,XMJQ-0218S,1,860,478,370
21471,XMJQ-0218S,1,860,38,370
21472,NBSY-0215S,1,623,339,171
21473,NBSY-0218S,1,469,379,166
21474,NBSY-0218S,1,306,224,50
21475,NBSY-0218SD,1,871,559.5,223
21476,XMJQ-0215S,1,2374,871,6
21477,XMJQ-0218S,1,903,259,10
21478,XMJQ-0218S,1,835,218,375
21479,XMJQ-0215S,1,763,132.5,375
21480,XMJQ-0218S,1,965,198,192
21481,XMJQ-0218S,1,532,347,192
21482,NBSY-0218S,1,640,308,111
21483,NBSY-0225S,1,2057,348,112
21484,NBSY-0218S,1,508,480,339
21485,QKQ-0215S,1,321,92.5,353
21487,XXB-0218S,1,239,48,50
21488,NBSY-0218S,1,136,476.5,318
21489,NBSY-0218S,1,827,560,38
21490,NBSY-0215S,1,488,78,302
21491,XMJQ-0215S,1,429,846,160
21492,NBSY-0218S,1,351,643,320
21493,NBSY-0218S,1,469,379,166
21494,NBSY-0218S,1,757,350,170
21495,XXB-0218S,1,726.5,48,165
21496,NBSY-0215S,1,438,118,172
21497,NBSY-0218S,1,698,348,312
21498,5-0218S,1,534.5,376.5,292
21499,XXB-0218S,1,1566,417,281
21500,XMJQ-0215S,1,763,132.5,375
21501,XMJQ-0218S,1,2098,558,292
21502,XMJQ-0218S,1,2098,558,292
21503,YGKQ-0418S,1,1878.5,404,193
21504,NBSY-0215S,1,489.5,1140,339
21505,XMJQ-0218S,1,767,269,354
21506,NBSY-0218S,1,946,58,213
21507,NBSY-0218S,1,668,348,302
21508,NBSY-0218S,1,668,348,302
21509,XMJQ-0215S,1,2374,871,6
21510,5-0218S,1,1934,446,122
21511,XMJQ-0215S,1,351.5,960,367
21512,XMJQ-0218S,1,771,517,368
21513,XXB-0218S,1,377.5,182,175
21514,NBSY-0218S,1,1127,329,165
21515,NBSY-0218S,1,502,508,172
21516,NBSY-0215S,1,2083,1026,172
21517,JH-0218S,1,298,258,312
21518,NBSY-0218S,1,794,297,51
21519,XMJQ-0215S,1,1507.5,1015,194
21520,XMJQ-0215S,1,1583,667,92
21521,NBSY-0218S,1,2318,318,66
21522,XMJQ-0218S,1,473.5,678,63
21523,NBSY-0218S,1,1862,297,69
21524,XXB-0218S,1,588,470,69
21525,XMJQ-0218SD,1,2418,58,37
21526,XXB-0215S,1,502,289,92
21527,XXB-0218S,1,670.5,329.5,111
21528,NBSY-0218S,1,662,58,111
21529,XXB-0218S,1,569.5,487.5,317
21530,XXB-0215S,1,388,78,317
21531,5-0218S,1,1934,371.5,121
21532,XMJQ-0218SD,1,1098,58,369
21534,XMJQ-0218S,1,367,357.5,354
21535,NBSY-0218S,1,488,558,291
21536,NBSY-0225S,1,448,448,224
21537,NBSY-0218S,1,716,347,26
21538,XMJQ-0215S,1,438,198,8
21539,QKQ-0218S,1,1965.5,483.5,11
21540,XMJQ-0215S,1,729,430,204
21541,XMJQ-0218S,1,829,520,44
21542,XMJQ-0218S,1,2341,530,375
21543,XMJQ-0218S,1,526,957,37
21544,XMJQ-0215S,1,1940.5,957,37
21545,XMJQ-0218S,1,2438,38,191
21546,XMJQ-0218S,1,218,598,191
21547,XMJQ-0218S,1,835,379,159
21548,NBSY-0218S,1,972,428,121
21549,NBSY-0215S,1,238,118,201
21550,XMJQ-0218SD,1,1062,536,369
21551,XMJQ-0218SD,1,2413,348,372
21552,QKQ-0218S,1,858,401,353
21553,XXB-0218S,1,569.5,487.5,317
21554,XXB-0218S,1,726.5,48,165
21555,NBSY-0215S,1,488,158,168
21556,NBSY-0215S,1,525,92.5,168
21557,XXB-0218S,1,561.5,361.5,168
21558,XXB-0215S,1,488,238,226
21559,NBSY-0218S,1,753,308,65
21560,NBSY-0218SD,1,1357,58,65
21561,XXB-0218S,1,1442,345,111
21562,NBSY-0218SD,1,2378,58,167
21563,NBSY-0215S,1,438,118,173
21564,NBSY-0218S,1,439,38,166
