航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,最低配置要求
9815,FB770,8/16/2019,0.701388889,SXA,8/16/2019,0.788194444,HOM
9816,FB778,8/16/2019,0.701388889,NOU,8/16/2019,0.777777778,HOM
9858,FB262,8/16/2019,0.701388889,FBX,8/16/2019,0.777777778,TGD
9913,FB265,8/16/2019,0.708333333,TGD,8/16/2019,0.784722222,FBX
9942,FB35,8/16/2019,0.708333333,TGD,8/16/2019,0.756944444,HOM
9973,FB73,8/16/2019,0.708333333,TGD,8/16/2019,0.774305556,NOU
10034,FB34,8/16/2019,0.708333333,HOM,8/16/2019,0.760416667,TGD
10035,FB72,8/16/2019,0.708333333,NOU,8/16/2019,0.774305556,TGD
10036,FB682,8/16/2019,0.708333333,THJ,8/16/2019,0.767361111,TGD
10097,FB737,8/16/2019,0.708333333,HOM,8/16/2019,0.760416667,UDJ
10128,FB493,8/16/2019,0.711805556,TGD,8/16/2019,0.760416667,GKS
10158,FB4876,8/16/2019,0.711805556,XBT,8/16/2019,0.743055556,NOU
10193,FB637,8/16/2019,0.715277778,TGD,8/16/2019,0.78125,HWX
10224,FB683,8/16/2019,0.715277778,TGD,8/16/2019,0.770833333,THJ
10248,FB1156,8/16/2019,0.71875,XMH,8/16/2019,0.763888889,HOM
10266,FB595,8/16/2019,0.71875,TGD,8/16/2019,0.777777778,MYJ
10318,FB596,8/16/2019,0.71875,MYJ,8/16/2019,0.784722222,TGD
10349,FB427,8/16/2019,0.722222222,HOM,8/16/2019,0.774305556,FBX
10394,FB648,8/16/2019,0.722222222,XMJ,8/16/2019,0.795138889,TGD
10395,FB1896,8/16/2019,0.722222222,TAN,8/16/2019,0.763888889,TGD
10433,FB1097,8/16/2019,0.725694444,TGD,8/16/2019,0.829861111,SXA
10466,FB428,8/16/2019,0.729166667,FBX,8/16/2019,0.777777778,HOM
10467,FB526,8/16/2019,0.729166667,XMJ,8/16/2019,0.774305556,HOM
10511,FB537,8/16/2019,0.729166667,TGD,8/16/2019,0.78125,OAX
10542,FB74,8/16/2019,0.729166667,NOU,8/16/2019,0.795138889,TGD
10588,FB738,8/16/2019,0.732638889,UDJ,8/16/2019,0.788194444,HOM
10589,FB786,8/16/2019,0.732638889,GKU,8/16/2019,0.78125,HOM
10635,FB264,8/16/2019,0.732638889,FBX,8/16/2019,0.809027778,TGD
10697,FB700,8/16/2019,0.736111111,BCJ,8/16/2019,0.805555556,TGD
10698,FB1104,8/16/2019,0.736111111,HWJ,8/16/2019,0.805555556,TGD
10758,FB557,8/16/2019,0.736111111,TGD,8/16/2019,0.791666667,TXD
10789,FB613,8/16/2019,0.736111111,TGD,8/16/2019,0.805555556,XMH
10842,FB1647,8/16/2019,0.743055556,HOM,8/16/2019,0.777777778,MYJ
10859,FB400,8/16/2019,0.743055556,UYS,8/16/2019,0.788194444,TGD
10890,FB780,8/16/2019,0.746527778,NOU,8/16/2019,0.822916667,HOM
10921,FB2159,8/16/2019,0.746527778,TGD,8/16/2019,0.861111111,SXA
10973,FB308,8/16/2019,0.75,SXA,8/16/2019,0.840277778,GKS
11004,FB37,8/16/2019,0.75,TGD,8/16/2019,0.798611111,HOM
11035,FB75,8/16/2019,0.75,TGD,8/16/2019,0.815972222,NOU
11081,FB36,8/16/2019,0.75,HOM,8/16/2019,0.802083333,TGD
11082,FB790,8/16/2019,0.75,SGJ,8/16/2019,0.802083333,TGD
11141,FB267,8/16/2019,0.753472222,TGD,8/16/2019,0.836805556,FBX
11149,FB319,8/16/2019,0.753472222,TGD,8/16/2019,0.795138889,OSY
11170,FB657,8/16/2019,0.753472222,TGD,8/16/2019,0.805555556,SXJ
11239,FB474,8/16/2019,0.753472222,SXA,8/16/2019,0.857638889,TGD
11240,FB684,8/16/2019,0.753472222,THJ,8/16/2019,0.8125,TGD
11241,FB800,8/16/2019,0.753472222,SHO,8/16/2019,0.822916667,TGD
11308,FB647,8/16/2019,0.753472222,TGD,8/16/2019,0.826388889,XMJ
11326,FB407,8/16/2019,0.756944444,TGD,8/16/2019,0.802083333,AXO
11357,FB2179,8/16/2019,0.756944444,TGD,8/16/2019,0.815972222,HOM
11388,FB685,8/16/2019,0.760416667,TGD,8/16/2019,0.819444444,THJ
11419,FB578,8/16/2019,0.763888889,NOU,8/16/2019,0.840277778,HOM
11450,FB495,8/16/2019,0.767361111,TGD,8/16/2019,0.819444444,GKS
11481,FB266,8/16/2019,0.767361111,FBX,8/16/2019,0.840277778,TGD
11512,FB387,8/16/2019,0.767361111,TGD,8/16/2019,0.822916667,YKJ
11558,FB76,8/16/2019,0.770833333,NOU,8/16/2019,0.836805556,TGD
11559,FB298,8/16/2019,0.770833333,OOJ,8/16/2019,0.829861111,TGD
11604,FB380,8/16/2019,0.774305556,NOU,8/16/2019,0.854166667,SXJ
11650,FB458,8/16/2019,0.774305556,TUK,8/16/2019,0.847222222,TGD
11651,FB758,8/16/2019,0.774305556,XMQ,8/16/2019,0.826388889,TGD
11697,FB779,8/16/2019,0.777777778,HOM,8/16/2019,0.850694444,NOU
11728,FB1718,8/16/2019,0.78125,NOU,8/16/2019,0.871527778,HOM
11758,FB670,8/16/2019,0.78125,GKU,8/16/2019,0.861111111,TGD
11834,FB617,8/16/2019,0.784722222,TGD,8/16/2019,0.850694444,XMH
11857,FB699,8/16/2019,0.788194444,TGD,8/16/2019,0.854166667,BCJ
11875,FB740,8/16/2019,0.788194444,UDJ,8/16/2019,0.847222222,HOM
11932,FB569,8/16/2019,0.788194444,TGD,8/16/2019,0.84375,XNZ
11977,FB269,8/16/2019,0.791666667,TGD,8/16/2019,0.868055556,FBX
11978,FB447,8/16/2019,0.791666667,GKS,8/16/2019,0.850694444,FBX
12023,FB39,8/16/2019,0.791666667,TGD,8/16/2019,0.84375,HOM
12054,FB77,8/16/2019,0.791666667,TGD,8/16/2019,0.857638889,NOU
12085,FB38,8/16/2019,0.791666667,HOM,8/16/2019,0.84375,TGD
12130,FB799,8/16/2019,0.798611111,TGD,8/16/2019,0.864583333,SHO
12160,FB268,8/16/2019,0.798611111,FBX,8/16/2019,0.875,TGD
12161,FB476,8/16/2019,0.798611111,SXA,8/16/2019,0.902777778,TGD
12197,FB649,8/16/2019,0.798611111,TGD,8/16/2019,0.871527778,XMJ
12245,FB430,8/16/2019,0.802083333,FBX,8/16/2019,0.857638889,HOM
12246,FB1650,8/16/2019,0.802083333,MYJ,8/16/2019,0.84375,HOM
12294,FB686,8/16/2019,0.802083333,THJ,8/16/2019,0.861111111,TGD
12340,FB41,8/16/2019,0.805555556,TGD,8/16/2019,0.857638889,HOM
12371,FB299,8/16/2019,0.805555556,TGD,8/16/2019,0.857638889,OOJ
12393,FB287,8/16/2019,0.805555556,TGD,8/16/2019,0.857638889,OXU
12424,FB629,8/16/2019,0.805555556,TGD,8/16/2019,0.875,XSJ
12442,FB669,8/16/2019,0.809027778,TGD,8/16/2019,0.885416667,GKU
12465,FB457,8/16/2019,0.809027778,TGD,8/16/2019,0.888888889,TUK
12484,FB271,8/16/2019,0.8125,TGD,8/16/2019,0.888888889,FBX
12551,FB78,8/16/2019,0.8125,NOU,8/16/2019,0.878472222,TGD
12552,FB598,8/16/2019,0.8125,MYJ,8/16/2019,0.878472222,TGD
12598,FB1709,8/16/2019,0.815972222,HOM,8/16/2019,0.868055556,FBX
12644,FB540,8/16/2019,0.815972222,OAX,8/16/2019,0.871527778,TGD
12645,FB640,8/16/2019,0.815972222,HWX,8/16/2019,0.885416667,TGD
12691,FB687,8/16/2019,0.815972222,TGD,8/16/2019,0.875,THJ
12722,FB599,8/16/2019,0.819444444,TGD,8/16/2019,0.878472222,MYJ
12751,FB270,8/16/2019,0.819444444,FBX,8/16/2019,0.892361111,TGD
12780,FB739,8/16/2019,0.819444444,HOM,8/16/2019,0.871527778,UDJ
12811,FB529,8/16/2019,0.819444444,HOM,8/16/2019,0.868055556,XMJ
12842,FB273,8/16/2019,0.822916667,TGD,8/16/2019,0.902777778,FBX
12880,FB322,8/16/2019,0.822916667,OSY,8/16/2019,0.868055556,TGD
12881,FB558,8/16/2019,0.822916667,TXD,8/16/2019,0.881944444,TGD
12919,FB321,8/16/2019,0.829861111,TGD,8/16/2019,0.868055556,OSY
12961,FB79,8/16/2019,0.833333333,TGD,8/16/2019,0.899305556,NOU
12992,FB539,8/16/2019,0.833333333,TGD,8/16/2019,0.888888889,OAX
13023,FB479,8/16/2019,0.833333333,TGD,8/16/2019,0.9375,SXA
13054,FB410,8/16/2019,0.833333333,AXO,8/16/2019,0.881944444,TGD
13100,FB618,8/16/2019,0.836805556,XMH,8/16/2019,0.90625,TGD
13101,FB660,8/16/2019,0.836805556,SXJ,8/16/2019,0.892361111,TGD
13146,FB389,8/16/2019,0.836805556,TGD,8/16/2019,0.892361111,YKJ
13177,FB449,8/16/2019,0.840277778,GKS,8/16/2019,0.899305556,FBX
13208,FB659,8/16/2019,0.840277778,TGD,8/16/2019,0.895833333,SXJ
13239,FB415,8/16/2019,0.84375,TGD,8/16/2019,0.895833333,HOM
13291,FB399,8/16/2019,0.84375,TGD,8/16/2019,0.885416667,UYS
13322,FB409,8/16/2019,0.847222222,TGD,8/16/2019,0.892361111,AXO
13368,FB40,8/16/2019,0.847222222,HOM,8/16/2019,0.899305556,TGD
13369,FB688,8/16/2019,0.847222222,THJ,8/16/2019,0.909722222,TGD
13423,FB390,8/16/2019,0.850694444,YKJ,8/16/2019,0.913194444,TGD
13467,FB97,8/16/2019,0.854166667,TGD,8/16/2019,0.909722222,HOM
13498,FB82,8/16/2019,0.854166667,NOU,8/16/2019,0.923611111,TGD
13529,FB689,8/16/2019,0.854166667,TGD,8/16/2019,0.913194444,THJ
13552,FB650,8/16/2019,0.857638889,XMJ,8/16/2019,0.9375,TGD
13603,FB81,8/16/2019,0.868055556,TGD,8/16/2019,0.934027778,NOU
13628,FB272,8/16/2019,0.868055556,FBX,8/16/2019,0.940972222,TGD
13629,FB478,8/16/2019,0.868055556,SXA,8/16/2019,0.96875,TGD
13662,FB416,8/16/2019,0.871527778,HOM,8/16/2019,0.930555556,TGD
13693,FB99,8/16/2019,0.875,TGD,8/16/2019,0.930555556,HOM
13716,FB1099,8/16/2019,0.875,TGD,8/16/2019,0.951388889,TUK
13730,FB8563,8/16/2019,0.875,TGD,8/16/2019,0.961805556,XXJ
13764,FB98,8/16/2019,0.881944444,HOM,8/16/2019,0.9375,TGD
13765,FB274,8/16/2019,0.881944444,FBX,8/16/2019,0.958333333,TGD
13831,FB8569,8/16/2019,0.899305556,TGD,8/16/2019,0.961805556,HOM
13868,FB100,8/16/2019,0.899305556,HOM,8/16/2019,0.951388889,TGD
13869,FB690,8/16/2019,0.899305556,THJ,8/16/2019,0.958333333,TGD
13921,FB1106,8/16/2019,0.916666667,TUK,8/16/2019,0.993055556,TGD
13,FB8559,8/17/2019,0.00347222222,HOM,8/17/2019,0.0868055556,SXA
61,FB1000,8/17/2019,0.149305556,SXA,8/17/2019,0.246527778,TGD
86,FB8558,8/17/2019,0.201388889,SXA,8/17/2019,0.291666667,TGD
113,FB89,8/17/2019,0.256944444,TGD,8/17/2019,0.375,HUK
144,FB239,8/17/2019,0.267361111,TGD,8/17/2019,0.34375,FBX
191,FB411,8/17/2019,0.267361111,TGD,8/17/2019,0.315972222,HOM
192,FB985,8/17/2019,0.267361111,TGD,8/17/2019,0.3125,HOM
260,FB293,8/17/2019,0.277777778,TGD,8/17/2019,0.329861111,OOJ
291,FB993,8/17/2019,0.277777778,TGD,8/17/2019,0.378472222,SXA
322,FB619,8/17/2019,0.28125,TGD,8/17/2019,0.354166667,XSJ
351,FB381,8/17/2019,0.284722222,TGD,8/17/2019,0.336805556,YKJ
384,FB393,8/17/2019,0.288194444,TGD,8/17/2019,0.329861111,UYS
415,FB13,8/17/2019,0.291666667,TGD,8/17/2019,0.336805556,HOM
446,FB51,8/17/2019,0.291666667,TGD,8/17/2019,0.354166667,NOU
493,FB94,8/17/2019,0.291666667,HOM,8/17/2019,0.340277778,TGD
494,FB240,8/17/2019,0.291666667,FBX,8/17/2019,0.361111111,TGD
539,FB671,8/17/2019,0.291666667,TGD,8/17/2019,0.350694444,THJ
570,FB1200,8/17/2019,0.295138889,SXA,8/17/2019,0.361111111,FBX
633,FB292,8/17/2019,0.295138889,OOJ,8/17/2019,0.347222222,TGD
634,FB412,8/17/2019,0.295138889,HOM,8/17/2019,0.347222222,TGD
635,FB986,8/17/2019,0.295138889,HOM,8/17/2019,0.34375,TGD
687,FB93,8/17/2019,0.298611111,TGD,8/17/2019,0.350694444,HOM
712,FB583,8/17/2019,0.298611111,TGD,8/17/2019,0.357638889,MYJ
775,FB312,8/17/2019,0.298611111,OSY,8/17/2019,0.34375,TGD
776,FB394,8/17/2019,0.298611111,UYS,8/17/2019,0.34375,TGD
777,FB652,8/17/2019,0.298611111,SXJ,8/17/2019,0.350694444,TGD
836,FB541,8/17/2019,0.298611111,HOM,8/17/2019,0.347222222,XSJ
867,FB382,8/17/2019,0.305555556,YKJ,8/17/2019,0.361111111,TGD
898,FB241,8/17/2019,0.309027778,TGD,8/17/2019,0.385416667,FBX
929,FB651,8/17/2019,0.309027778,TGD,8/17/2019,0.361111111,SXJ
960,FB582,8/17/2019,0.309027778,MYJ,8/17/2019,0.371527778,TGD
991,FB451,8/17/2019,0.309027778,TGD,8/17/2019,0.385416667,TUK
1022,FB432,8/17/2019,0.3125,FBX,8/17/2019,0.364583333,GKS
1053,FB1891,8/17/2019,0.3125,TGD,8/17/2019,0.350694444,TAN
1117,FB50,8/17/2019,0.3125,NOU,8/17/2019,0.378472222,TGD
1185,FB502,8/17/2019,0.315972222,XMH,8/17/2019,0.361111111,HOM
1186,FB522,8/17/2019,0.315972222,XMJ,8/17/2019,0.361111111,HOM
1219,FB463,8/17/2019,0.315972222,TGD,8/17/2019,0.420138889,SXA
1319,FB532,8/17/2019,0.315972222,OAX,8/17/2019,0.371527778,TGD
1320,FB562,8/17/2019,0.315972222,XNZ,8/17/2019,0.371527778,TGD
1321,FB632,8/17/2019,0.315972222,HWX,8/17/2019,0.381944444,TGD
1322,FB672,8/17/2019,0.315972222,THJ,8/17/2019,0.375,TGD
1323,FB792,8/17/2019,0.315972222,SHO,8/17/2019,0.381944444,TGD
1410,FB601,8/17/2019,0.315972222,TGD,8/17/2019,0.385416667,XMH
1457,FB492,8/17/2019,0.319444444,GKS,8/17/2019,0.371527778,TGD
1458,FB692,8/17/2019,0.319444444,BCJ,8/17/2019,0.388888889,TGD
1503,FB531,8/17/2019,0.322916667,TGD,8/17/2019,0.375,OAX
1534,FB401,8/17/2019,0.326388889,TGD,8/17/2019,0.371527778,AXO
1565,FB732,8/17/2019,0.326388889,UDJ,8/17/2019,0.381944444,HOM
1596,FB2176,8/17/2019,0.326388889,HOM,8/17/2019,0.381944444,TGD
1627,FB313,8/17/2019,0.329861111,TGD,8/17/2019,0.368055556,OSY
1658,FB421,8/17/2019,0.333333333,HOM,8/17/2019,0.385416667,FBX
1705,FB15,8/17/2019,0.333333333,TGD,8/17/2019,0.378472222,HOM
1706,FB1702,8/17/2019,0.333333333,FBX,8/17/2019,0.378472222,HOM
1767,FB53,8/17/2019,0.333333333,TGD,8/17/2019,0.395833333,NOU
1768,FB1271,8/17/2019,0.333333333,THJ,8/17/2019,0.416666667,NOU
1813,FB1731,8/17/2019,0.333333333,HOM,8/17/2019,0.416666667,SXA
1892,FB16,8/17/2019,0.333333333,HOM,8/17/2019,0.385416667,TGD
1893,FB242,8/17/2019,0.333333333,FBX,8/17/2019,0.40625,TGD
1894,FB460,8/17/2019,0.333333333,SXA,8/17/2019,0.434027778,TGD
1895,FB620,8/17/2019,0.333333333,XSJ,8/17/2019,0.40625,TGD
1968,FB602,8/17/2019,0.336805556,XMH,8/17/2019,0.40625,TGD
1999,FB731,8/17/2019,0.336805556,HOM,8/17/2019,0.388888889,UDJ
2022,FB561,8/17/2019,0.336805556,TGD,8/17/2019,0.395833333,XNZ
2040,FB96,8/17/2019,0.340277778,HOM,8/17/2019,0.392361111,TGD
2092,FB661,8/17/2019,0.34375,TGD,8/17/2019,0.416666667,GKU
2115,FB791,8/17/2019,0.34375,TGD,8/17/2019,0.409722222,SHO
2133,FB763,8/17/2019,0.34375,HOM,8/17/2019,0.430555556,SXA
2164,FB662,8/17/2019,0.34375,GKU,8/17/2019,0.420138889,TGD
2208,FB673,8/17/2019,0.347222222,TGD,8/17/2019,0.40625,THJ
2226,FB641,8/17/2019,0.347222222,TGD,8/17/2019,0.416666667,XMJ
2257,FB577,8/17/2019,0.350694444,HOM,8/17/2019,0.430555556,NOU
2288,FB642,8/17/2019,0.350694444,XMJ,8/17/2019,0.420138889,TGD
2319,FB243,8/17/2019,0.354166667,TGD,8/17/2019,0.427083333,FBX
2350,FB52,8/17/2019,0.354166667,NOU,8/17/2019,0.420138889,TGD
2381,FB467,8/17/2019,0.357638889,TGD,8/17/2019,0.465277778,SXA
2412,FB396,8/17/2019,0.357638889,UYS,8/17/2019,0.402777778,TGD
2464,FB1747,8/17/2019,0.361111111,HOM,8/17/2019,0.461805556,HUK
2495,FB771,8/17/2019,0.361111111,HOM,8/17/2019,0.4375,NOU
2526,FB301,8/17/2019,0.361111111,GKS,8/17/2019,0.454861111,SXA
2549,FB751,8/17/2019,0.361111111,TGD,8/17/2019,0.402777778,XMQ
2610,FB294,8/17/2019,0.364583333,OOJ,8/17/2019,0.416666667,TGD
2611,FB384,8/17/2019,0.364583333,YKJ,8/17/2019,0.420138889,TGD
2677,FB747,8/17/2019,0.371527778,TGD,8/17/2019,0.409722222,GOQ
2700,FB281,8/17/2019,0.371527778,TGD,8/17/2019,0.423611111,OXU
2739,FB621,8/17/2019,0.371527778,TGD,8/17/2019,0.444444444,XSJ
2770,FB245,8/17/2019,0.375,TGD,8/17/2019,0.447916667,FBX
2801,FB17,8/17/2019,0.375,TGD,8/17/2019,0.423611111,HOM
2832,FB55,8/17/2019,0.375,TGD,8/17/2019,0.440972222,NOU
2895,FB18,8/17/2019,0.375,HOM,8/17/2019,0.423611111,TGD
2896,FB244,8/17/2019,0.375,FBX,8/17/2019,0.447916667,TGD
2897,FB1892,8/17/2019,0.375,TAN,8/17/2019,0.413194444,TGD
2956,FB1145,8/17/2019,0.375,HOM,8/17/2019,0.454861111,XBT
2976,FB544,8/17/2019,0.378472222,XSJ,8/17/2019,0.427083333,HOM
3007,FB674,8/17/2019,0.378472222,THJ,8/17/2019,0.434027778,TGD
3038,FB434,8/17/2019,0.381944444,FBX,8/17/2019,0.434027778,GKS
3090,FB1795,8/17/2019,0.385416667,HOM,8/17/2019,0.472222222,MMC
3115,FB622,8/17/2019,0.385416667,XSJ,8/17/2019,0.458333333,TGD
3123,FB603,8/17/2019,0.385416667,TGD,8/17/2019,0.454861111,XMH
3141,FB523,8/17/2019,0.385416667,HOM,8/17/2019,0.434027778,XMJ
3172,FB995,8/17/2019,0.388888889,TGD,8/17/2019,0.496527778,SXA
3203,FB654,8/17/2019,0.388888889,SXJ,8/17/2019,0.444444444,TGD
3234,FB675,8/17/2019,0.388888889,TGD,8/17/2019,0.447916667,THJ
3273,FB246,8/17/2019,0.392361111,FBX,8/17/2019,0.465277778,TGD
3274,FB584,8/17/2019,0.392361111,MYJ,8/17/2019,0.454861111,TGD
3306,FB57,8/17/2019,0.395833333,TGD,8/17/2019,0.461805556,NOU
3345,FB54,8/17/2019,0.395833333,NOU,8/17/2019,0.461805556,TGD
3405,FB316,8/17/2019,0.399305556,OSY,8/17/2019,0.447916667,TGD
3406,FB404,8/17/2019,0.399305556,AXO,8/17/2019,0.447916667,TGD
3450,FB383,8/17/2019,0.399305556,TGD,8/17/2019,0.454861111,YKJ
3481,FB585,8/17/2019,0.402777778,TGD,8/17/2019,0.461805556,MYJ
3512,FB533,8/17/2019,0.402777778,TGD,8/17/2019,0.454861111,OAX
3543,FB315,8/17/2019,0.402777778,TGD,8/17/2019,0.444444444,OSY
3575,FB703,8/17/2019,0.40625,GKS,8/17/2019,0.479166667,NOU
3637,FB247,8/17/2019,0.409722222,TGD,8/17/2019,0.482638889,FBX
3668,FB994,8/17/2019,0.409722222,SXA,8/17/2019,0.517361111,TGD
3699,FB981,8/17/2019,0.409722222,TGD,8/17/2019,0.486111111,TUK
3764,FB735,8/17/2019,0.413194444,HOM,8/17/2019,0.465277778,UDJ
3806,FB734,8/17/2019,0.416666667,UDJ,8/17/2019,0.472222222,HOM
3850,FB59,8/17/2019,0.416666667,TGD,8/17/2019,0.482638889,NOU
3881,FB1205,8/17/2019,0.416666667,FBX,8/17/2019,0.486111111,SXA
3928,FB20,8/17/2019,0.416666667,HOM,8/17/2019,0.46875,TGD
3929,FB454,8/17/2019,0.416666667,TUK,8/17/2019,0.489583333,TGD
3974,FB643,8/17/2019,0.416666667,TGD,8/17/2019,0.486111111,XMJ
4005,FB793,8/17/2019,0.423611111,TGD,8/17/2019,0.489583333,SHO
4035,FB248,8/17/2019,0.423611111,FBX,8/17/2019,0.496527778,TGD
4058,FB564,8/17/2019,0.427083333,XNZ,8/17/2019,0.482638889,TGD
4086,FB553,8/17/2019,0.427083333,TGD,8/17/2019,0.482638889,TXD
4122,FB2153,8/17/2019,0.430555556,TGD,8/17/2019,0.503472222,NOU
4153,FB653,8/17/2019,0.430555556,TGD,8/17/2019,0.482638889,SXJ
4216,FB754,8/17/2019,0.434027778,XMQ,8/17/2019,0.486111111,TGD
4247,FB1605,8/17/2019,0.434027778,HOM,8/17/2019,0.465277778,XNZ
4274,FB249,8/17/2019,0.4375,TGD,8/17/2019,0.513888889,FBX
4321,FB56,8/17/2019,0.4375,NOU,8/17/2019,0.503472222,TGD
4322,FB676,8/17/2019,0.4375,THJ,8/17/2019,0.496527778,TGD
4323,FB794,8/17/2019,0.4375,SHO,8/17/2019,0.503472222,TGD
4354,FB571,8/17/2019,0.4375,TGD,8/17/2019,0.513888889,WXJ
4384,FB753,8/17/2019,0.4375,TGD,8/17/2019,0.479166667,XMQ
4415,FB1734,8/17/2019,0.444444444,SXA,8/17/2019,0.53125,HOM
4477,FB693,8/17/2019,0.447916667,TGD,8/17/2019,0.513888889,BCJ
4508,FB575,8/17/2019,0.447916667,TGD,8/17/2019,0.510416667,HWJ
4539,FB469,8/17/2019,0.447916667,TGD,8/17/2019,0.555555556,SXA
4570,FB644,8/17/2019,0.447916667,XMJ,8/17/2019,0.520833333,TGD
4601,FB677,8/17/2019,0.447916667,TGD,8/17/2019,0.506944444,THJ
4632,FB1693,8/17/2019,0.451388889,NOU,8/17/2019,0.600694444,SXA
4679,FB282,8/17/2019,0.451388889,OXU,8/17/2019,0.503472222,TGD
4680,FB664,8/17/2019,0.451388889,GKU,8/17/2019,0.527777778,TGD
4733,FB462,8/17/2019,0.454861111,SXA,8/17/2019,0.5625,TGD
4777,FB663,8/17/2019,0.458333333,TGD,8/17/2019,0.53125,GKU
4808,FB21,8/17/2019,0.458333333,TGD,8/17/2019,0.503472222,HOM
4839,FB61,8/17/2019,0.458333333,TGD,8/17/2019,0.527777778,NOU
4870,FB765,8/17/2019,0.458333333,HOM,8/17/2019,0.545138889,SXA
4901,FB22,8/17/2019,0.458333333,HOM,8/17/2019,0.510416667,TGD
4953,FB1867,8/17/2019,0.461805556,XMJ,8/17/2019,0.527777778,SXA
5002,FB764,8/17/2019,0.465277778,SXA,8/17/2019,0.548611111,HOM
5033,FB395,8/17/2019,0.465277778,TGD,8/17/2019,0.506944444,UYS
5057,FB1206,8/17/2019,0.46875,SXA,8/17/2019,0.541666667,FBX
5067,FB774,8/17/2019,0.46875,NOU,8/17/2019,0.545138889,HOM
5085,FB250,8/17/2019,0.472222222,FBX,8/17/2019,0.545138889,TGD
5116,FB1861,8/17/2019,0.475694444,THJ,8/17/2019,0.555555556,SXA
5147,FB624,8/17/2019,0.475694444,XSJ,8/17/2019,0.548611111,TGD
5178,FB741,8/17/2019,0.475694444,TGD,8/17/2019,0.541666667,XBT
5209,FB563,8/17/2019,0.475694444,TGD,8/17/2019,0.534722222,XNZ
5240,FB251,8/17/2019,0.479166667,TGD,8/17/2019,0.555555556,FBX
5271,FB1146,8/17/2019,0.479166667,XBT,8/17/2019,0.5625,HOM
5305,FB289,8/17/2019,0.479166667,FBX,8/17/2019,0.579861111,NOU
5306,FB1181,8/17/2019,0.479166667,OSY,8/17/2019,0.538194444,NOU
5338,FB58,8/17/2019,0.479166667,NOU,8/17/2019,0.545138889,TGD
5384,FB471,8/17/2019,0.482638889,TGD,8/17/2019,0.59375,SXA
5421,FB608,8/17/2019,0.486111111,XMH,8/17/2019,0.555555556,TGD
5422,FB2158,8/17/2019,0.486111111,SXA,8/17/2019,0.600694444,TGD
5470,FB1606,8/17/2019,0.489583333,XNZ,8/17/2019,0.520833333,HOM
5471,FB1748,8/17/2019,0.489583333,HUK,8/17/2019,0.59375,HOM
5512,FB1621,8/17/2019,0.489583333,OAX,8/17/2019,0.572916667,SXA
5543,FB1142,8/17/2019,0.493055556,NOU,8/17/2019,0.569444444,HOM
5575,FB590,8/17/2019,0.493055556,MYJ,8/17/2019,0.555555556,TGD
5608,FB91,8/17/2019,0.496527778,TGD,8/17/2019,0.614583333,HUK
5670,FB1863,8/17/2019,0.496527778,UDJ,8/17/2019,0.618055556,SXA
5701,FB623,8/17/2019,0.496527778,TGD,8/17/2019,0.569444444,XSJ
5748,FB23,8/17/2019,0.5,TGD,8/17/2019,0.545138889,HOM
5749,FB1796,8/17/2019,0.5,MMC,8/17/2019,0.600694444,HOM
5794,FB635,8/17/2019,0.5,TGD,8/17/2019,0.565972222,HWX
5825,FB87,8/17/2019,0.5,TGD,8/17/2019,0.618055556,MMY
5856,FB63,8/17/2019,0.5,TGD,8/17/2019,0.565972222,NOU
5898,FB464,8/17/2019,0.5,SXA,8/17/2019,0.607638889,TGD
5942,FB535,8/17/2019,0.503472222,TGD,8/17/2019,0.559027778,OAX
5973,FB706,8/17/2019,0.506944444,NOU,8/17/2019,0.579861111,GKS
6004,FB1173,8/17/2019,0.506944444,XMQ,8/17/2019,0.569444444,NOU
6035,FB1893,8/17/2019,0.510416667,TGD,8/17/2019,0.548611111,TAN
6082,FB386,8/17/2019,0.510416667,YKJ,8/17/2019,0.569444444,TGD
6083,FB982,8/17/2019,0.510416667,TUK,8/17/2019,0.583333333,TGD
6128,FB377,8/17/2019,0.510416667,TGD,8/17/2019,0.579861111,UTC
6192,FB252,8/17/2019,0.513888889,FBX,8/17/2019,0.590277778,TGD
6193,FB554,8/17/2019,0.513888889,TXD,8/17/2019,0.572916667,TGD
6252,FB589,8/17/2019,0.517361111,TGD,8/17/2019,0.576388889,MYJ
6283,FB646,8/17/2019,0.517361111,XMJ,8/17/2019,0.590277778,TGD
6330,FB62,8/17/2019,0.520833333,NOU,8/17/2019,0.586805556,TGD
6331,FB796,8/17/2019,0.520833333,SHO,8/17/2019,0.586805556,TGD
6372,FB555,8/17/2019,0.520833333,TGD,8/17/2019,0.576388889,TXD
6398,FB253,8/17/2019,0.524305556,TGD,8/17/2019,0.597222222,FBX
6429,FB656,8/17/2019,0.524305556,SXJ,8/17/2019,0.579861111,TGD
6460,FB1208,8/17/2019,0.527777778,SXA,8/17/2019,0.600694444,FBX
6483,FB996,8/17/2019,0.527777778,SXA,8/17/2019,0.635416667,TGD
6522,FB398,8/17/2019,0.534722222,UYS,8/17/2019,0.579861111,TGD
6553,FB473,8/17/2019,0.538194444,TGD,8/17/2019,0.645833333,SXA
6584,FB576,8/17/2019,0.538194444,HWJ,8/17/2019,0.604166667,TGD
6616,FB25,8/17/2019,0.541666667,TGD,8/17/2019,0.586805556,HOM
6647,FB65,8/17/2019,0.541666667,TGD,8/17/2019,0.607638889,NOU
