员工号,航段次序,航班号,出发日期,出发时间,出发机场,到达日期,到达时间,到达机场,实际资格
B0008,41,2868,FB18,8/8/2019,0.375,HOM,8/8/2019,0.423611111,C
B0056,41,2868,FB18,8/8/2019,0.375,HOM,8/8/2019,0.423611111,F
B0008,42,5138,FB624,8/8/2019,0.475694444,XSJ,8/8/2019,0.548611111,C
B0056,42,5138,FB624,8/8/2019,0.475694444,XSJ,8/8/2019,0.548611111,F
B0008,43,7172,FB666,8/8/2019,0.569444444,GKU,8/8/2019,0.645833333,C
B0056,43,7172,FB666,8/8/2019,0.569444444,GKU,8/8/2019,0.645833333,F
B0008,44,9212,FB320,8/8/2019,0.666666667,OSY,8/8/2019,0.715277778,C
B0056,44,9212,FB320,8/8/2019,0.666666667,OSY,8/8/2019,0.715277778,F
B0008,45,3912,FB20,8/9/2019,0.416666667,HOM,8/9/2019,0.46875,C
B0056,45,3912,FB20,8/9/2019,0.416666667,HOM,8/9/2019,0.46875,F
B0008,46,6364,FB555,8/9/2019,0.520833333,TGD,8/9/2019,0.576388889,C
B0056,46,6364,FB555,8/9/2019,0.520833333,TGD,8/9/2019,0.576388889,F
B0008,47,8292,FB470,8/9/2019,0.625,SXA,8/9/2019,0.736111111,C
B0056,47,8292,FB470,8/9/2019,0.625,SXA,8/9/2019,0.736111111,F
B0008,48,10677,FB1104,8/9/2019,0.736111111,HWJ,8/9/2019,0.805555556,C
B0056,48,10677,FB1104,8/9/2019,0.736111111,HWJ,8/9/2019,0.805555556,F
B0008,49,6171,FB252,8/10/2019,0.513888889,FBX,8/10/2019,0.590277778,C
B0056,49,6171,FB252,8/10/2019,0.513888889,FBX,8/10/2019,0.590277778,F
B0008,50,7767,FB1174,8/10/2019,0.597222222,NOU,8/10/2019,0.663194444,C
B0056,50,7767,FB1174,8/10/2019,0.597222222,NOU,8/10/2019,0.663194444,F
B0008,51,10915,FB2159,8/10/2019,0.746527778,TGD,8/10/2019,0.861111111,C
B0056,51,10915,FB2159,8/10/2019,0.746527778,TGD,8/10/2019,0.861111111,F
B0008,52,1404,FB601,8/11/2019,0.315972222,TGD,8/11/2019,0.385416667,C
B0056,52,1404,FB601,8/11/2019,0.315972222,TGD,8/11/2019,0.385416667,F
B0008,53,3444,FB383,8/11/2019,0.399305556,TGD,8/11/2019,0.454861111,C
B0056,53,3444,FB383,8/11/2019,0.399305556,TGD,8/11/2019,0.454861111,F
B0008,54,5537,FB1142,8/11/2019,0.493055556,NOU,8/11/2019,0.569444444,C
B0056,54,5537,FB1142,8/11/2019,0.493055556,NOU,8/11/2019,0.569444444,F
B0008,55,7261,FB625,8/11/2019,0.579861111,TGD,8/11/2019,0.649305556,C
B0056,55,7261,FB625,8/11/2019,0.579861111,TGD,8/11/2019,0.649305556,F
B0008,56,8939,FB477,8/11/2019,0.65625,TGD,8/11/2019,0.756944444,C
B0056,56,8939,FB477,8/11/2019,0.65625,TGD,8/11/2019,0.756944444,F
B0008,57,10683,FB1104,8/11/2019,0.736111111,HWJ,8/11/2019,0.805555556,C
B0056,57,10683,FB1104,8/11/2019,0.736111111,HWJ,8/11/2019,0.805555556,F
B0008,58,6177,FB252,8/12/2019,0.513888889,FBX,8/12/2019,0.590277778,C
B0056,58,6177,FB252,8/12/2019,0.513888889,FBX,8/12/2019,0.590277778,F
B0008,59,7769,FB1174,8/12/2019,0.597222222,NOU,8/12/2019,0.663194444,C
B0056,59,7769,FB1174,8/12/2019,0.597222222,NOU,8/12/2019,0.663194444,F
B0008,60,10917,FB2159,8/12/2019,0.746527778,TGD,8/12/2019,0.861111111,C
B0056,60,10917,FB2159,8/12/2019,0.746527778,TGD,8/12/2019,0.861111111,F
B0008,61,1406,FB601,8/13/2019,0.315972222,TGD,8/13/2019,0.385416667,C
B0056,61,1406,FB601,8/13/2019,0.315972222,TGD,8/13/2019,0.385416667,F
B0008,62,3446,FB383,8/13/2019,0.399305556,TGD,8/13/2019,0.454861111,C
B0056,62,3446,FB383,8/13/2019,0.399305556,TGD,8/13/2019,0.454861111,F
B0008,63,5539,FB1142,8/13/2019,0.493055556,NOU,8/13/2019,0.569444444,C
B0056,63,5539,FB1142,8/13/2019,0.493055556,NOU,8/13/2019,0.569444444,F
B0008,64,7263,FB625,8/13/2019,0.579861111,TGD,8/13/2019,0.649305556,C
B0056,64,7263,FB625,8/13/2019,0.579861111,TGD,8/13/2019,0.649305556,F
B0008,65,8941,FB477,8/13/2019,0.65625,TGD,8/13/2019,0.756944444,C
B0056,65,8941,FB477,8/13/2019,0.65625,TGD,8/13/2019,0.756944444,F
B0008,66,10689,FB1104,8/13/2019,0.736111111,HWJ,8/13/2019,0.805555556,C
B0056,66,10689,FB1104,8/13/2019,0.736111111,HWJ,8/13/2019,0.805555556,F
B0008,67,12874,FB322,8/13/2019,0.822916667,OSY,8/13/2019,0.868055556,C
B0056,67,12874,FB322,8/13/2019,0.822916667,OSY,8/13/2019,0.868055556,F
B0008,68,141,FB239,8/14/2019,0.267361111,TGD,8/14/2019,0.34375,C
B0056,68,141,FB239,8/14/2019,0.267361111,TGD,8/14/2019,0.34375,F
B0008,69,2112,FB791,8/14/2019,0.34375,TGD,8/14/2019,0.409722222,C
B0056,69,2112,FB791,8/14/2019,0.34375,TGD,8/14/2019,0.409722222,F
B0008,70,4950,FB1867,8/14/2019,0.461805556,XMJ,8/14/2019,0.527777778,C
B0056,70,4950,FB1867,8/14/2019,0.461805556,XMJ,8/14/2019,0.527777778,F
B0008,71,7361,FB67,8/14/2019,0.583333333,TGD,8/14/2019,0.649305556,C
B0056,71,7361,FB67,8/14/2019,0.583333333,TGD,8/14/2019,0.649305556,F
B0008,72,9768,FB627,8/14/2019,0.697916667,TGD,8/14/2019,0.770833333,C
B0056,72,9768,FB627,8/14/2019,0.697916667,TGD,8/14/2019,0.770833333,F
B0008,73,12749,FB270,8/14/2019,0.819444444,FBX,8/14/2019,0.892361111,C
B0056,73,12749,FB270,8/14/2019,0.819444444,FBX,8/14/2019,0.892361111,F
B0008,74,1532,FB401,8/15/2019,0.326388889,TGD,8/15/2019,0.371527778,C
B0056,74,1532,FB401,8/15/2019,0.326388889,TGD,8/15/2019,0.371527778,F
B0009,1,1549,FB732,8/1/2019,0.326388889,UDJ,8/1/2019,0.381944444,C
B0057,1,1549,FB732,8/1/2019,0.326388889,UDJ,8/1/2019,0.381944444,F
B0009,2,3748,FB735,8/1/2019,0.413194444,HOM,8/1/2019,0.465277778,C
B0057,2,3748,FB735,8/1/2019,0.413194444,HOM,8/1/2019,0.465277778,F
B0009,3,5592,FB91,8/1/2019,0.496527778,TGD,8/1/2019,0.614583333,C
B0057,3,5592,FB91,8/1/2019,0.496527778,TGD,8/1/2019,0.614583333,F
B0009,4,8931,FB477,8/1/2019,0.65625,TGD,8/1/2019,0.756944444,C
B0057,4,8931,FB477,8/1/2019,0.65625,TGD,8/1/2019,0.756944444,F
B0009,5,5225,FB251,8/2/2019,0.479166667,TGD,8/2/2019,0.555555556,C
B0057,5,5225,FB251,8/2/2019,0.479166667,TGD,8/2/2019,0.555555556,F
B0009,6,7514,FB1894,8/2/2019,0.590277778,TAN,8/2/2019,0.628472222,C
B0057,6,7514,FB1894,8/2/2019,0.590277778,TAN,8/2/2019,0.628472222,F
B0009,7,9566,FB70,8/2/2019,0.6875,NOU,8/2/2019,0.753472222,C
B0057,7,9566,FB70,8/2/2019,0.6875,NOU,8/2/2019,0.753472222,F
B0009,8,11530,FB76,8/2/2019,0.770833333,NOU,8/2/2019,0.836805556,C
B0057,8,11530,FB76,8/2/2019,0.770833333,NOU,8/2/2019,0.836805556,F
B0009,9,13515,FB689,8/2/2019,0.854166667,TGD,8/2/2019,0.913194444,C
B0057,9,13515,FB689,8/2/2019,0.854166667,TGD,8/2/2019,0.913194444,F
B0009,10,2305,FB243,8/3/2019,0.354166667,TGD,8/3/2019,0.427083333,C
B0057,10,2305,FB243,8/3/2019,0.354166667,TGD,8/3/2019,0.427083333,F
B0009,11,4714,FB788,8/3/2019,0.454861111,SGJ,8/3/2019,0.510416667,C
B0057,11,4714,FB788,8/3/2019,0.454861111,SGJ,8/3/2019,0.510416667,F
B0009,12,7122,FB566,8/3/2019,0.565972222,XNZ,8/3/2019,0.621527778,C
B0057,12,7122,FB566,8/3/2019,0.565972222,XNZ,8/3/2019,0.621527778,F
B0009,13,9467,FB472,8/3/2019,0.680555556,SXA,8/3/2019,0.788194444,C
B0057,13,9467,FB472,8/3/2019,0.680555556,SXA,8/3/2019,0.788194444,F
B0009,14,12105,FB699,8/3/2019,0.798611111,TGD,8/3/2019,0.864583333,C
B0057,14,12105,FB699,8/3/2019,0.798611111,TGD,8/3/2019,0.864583333,F
B0009,15,100,FB89,8/4/2019,0.256944444,TGD,8/4/2019,0.375,C
B0057,15,100,FB89,8/4/2019,0.256944444,TGD,8/4/2019,0.375,F
B0009,16,2856,FB18,8/4/2019,0.375,HOM,8/4/2019,0.423611111,C
B0057,16,2856,FB18,8/4/2019,0.375,HOM,8/4/2019,0.423611111,F
B0009,17,5134,FB624,8/4/2019,0.475694444,XSJ,8/4/2019,0.548611111,C
B0057,17,5134,FB624,8/4/2019,0.475694444,XSJ,8/4/2019,0.548611111,F
B0009,18,7162,FB666,8/4/2019,0.569444444,GKU,8/4/2019,0.645833333,C
B0057,18,7162,FB666,8/4/2019,0.569444444,GKU,8/4/2019,0.645833333,F
B0009,19,9204,FB320,8/4/2019,0.666666667,OSY,8/4/2019,0.715277778,C
B0057,19,9204,FB320,8/4/2019,0.666666667,OSY,8/4/2019,0.715277778,F
B0009,20,3904,FB20,8/5/2019,0.416666667,HOM,8/5/2019,0.46875,C
B0057,20,3904,FB20,8/5/2019,0.416666667,HOM,8/5/2019,0.46875,F
B0009,21,6362,FB555,8/5/2019,0.520833333,TGD,8/5/2019,0.576388889,C
B0057,21,6362,FB555,8/5/2019,0.520833333,TGD,8/5/2019,0.576388889,F
B0009,22,8281,FB1102,8/5/2019,0.625,OOJ,8/5/2019,0.677083333,C
B0057,22,8281,FB1102,8/5/2019,0.625,OOJ,8/5/2019,0.677083333,F
B0009,23,10665,FB1104,8/5/2019,0.736111111,HWJ,8/5/2019,0.805555556,C
B0057,23,10665,FB1104,8/5/2019,0.736111111,HWJ,8/5/2019,0.805555556,F
B0009,24,6159,FB252,8/6/2019,0.513888889,FBX,8/6/2019,0.590277778,C
B0057,24,6159,FB252,8/6/2019,0.513888889,FBX,8/6/2019,0.590277778,F
B0009,25,7794,FB626,8/6/2019,0.600694444,XSJ,8/6/2019,0.673611111,C
B0057,25,7794,FB626,8/6/2019,0.600694444,XSJ,8/6/2019,0.673611111,F
B0009,26,10942,FB267,8/6/2019,0.75,TGD,8/6/2019,0.833333333,C
B0057,26,10942,FB267,8/6/2019,0.75,TGD,8/6/2019,0.833333333,F
B0009,27,1400,FB601,8/7/2019,0.315972222,TGD,8/7/2019,0.385416667,C
B0057,27,1400,FB601,8/7/2019,0.315972222,TGD,8/7/2019,0.385416667,F
B0009,28,3471,FB585,8/7/2019,0.402777778,TGD,8/7/2019,0.461805556,C
B0057,28,3471,FB585,8/7/2019,0.402777778,TGD,8/7/2019,0.461805556,F
B0009,29,5451,FB1748,8/7/2019,0.489583333,HUK,8/7/2019,0.59375,C
B0057,29,5451,FB1748,8/7/2019,0.489583333,HUK,8/7/2019,0.59375,F
B0009,30,7942,FB1141,8/7/2019,0.611111111,HOM,8/7/2019,0.690972222,C
B0057,30,7942,FB1141,8/7/2019,0.611111111,HOM,8/7/2019,0.690972222,F
B0009,31,10626,FB264,8/7/2019,0.732638889,FBX,8/7/2019,0.809027778,C
B0057,31,10626,FB264,8/7/2019,0.732638889,FBX,8/7/2019,0.809027778,F
B0009,32,12682,FB687,8/7/2019,0.815972222,TGD,8/7/2019,0.875,C
B0057,32,12682,FB687,8/7/2019,0.815972222,TGD,8/7/2019,0.875,F
B0009,33,920,FB651,8/8/2019,0.309027778,TGD,8/8/2019,0.361111111,C
B0057,33,920,FB651,8/8/2019,0.309027778,TGD,8/8/2019,0.361111111,F
B0009,34,3441,FB383,8/8/2019,0.399305556,TGD,8/8/2019,0.454861111,C
B0057,34,3441,FB383,8/8/2019,0.399305556,TGD,8/8/2019,0.454861111,F
B0009,35,5534,FB1142,8/8/2019,0.493055556,NOU,8/8/2019,0.569444444,C
B0057,35,5534,FB1142,8/8/2019,0.493055556,NOU,8/8/2019,0.569444444,F
B0009,36,7258,FB625,8/8/2019,0.579861111,TGD,8/8/2019,0.649305556,C
B0057,36,7258,FB625,8/8/2019,0.579861111,TGD,8/8/2019,0.649305556,F
B0009,37,8845,FB261,8/8/2019,0.65625,TGD,8/8/2019,0.732638889,C
B0057,37,8845,FB261,8/8/2019,0.65625,TGD,8/8/2019,0.732638889,F
B0009,38,11380,FB685,8/8/2019,0.760416667,TGD,8/8/2019,0.819444444,C
B0057,38,11380,FB685,8/8/2019,0.760416667,TGD,8/8/2019,0.819444444,F
B0009,39,13613,FB478,8/8/2019,0.868055556,SXA,8/8/2019,0.96875,C
B0057,39,13613,FB478,8/8/2019,0.868055556,SXA,8/8/2019,0.96875,F
B0009,40,105,FB89,8/9/2019,0.256944444,TGD,8/9/2019,0.375,C
B0057,40,105,FB89,8/9/2019,0.256944444,TGD,8/9/2019,0.375,F
B0009,41,2871,FB18,8/9/2019,0.375,HOM,8/9/2019,0.423611111,C
B0057,41,2871,FB18,8/9/2019,0.375,HOM,8/9/2019,0.423611111,F
B0009,42,5139,FB624,8/9/2019,0.475694444,XSJ,8/9/2019,0.548611111,C
B0057,42,5139,FB624,8/9/2019,0.475694444,XSJ,8/9/2019,0.548611111,F
B0009,43,7129,FB666,8/9/2019,0.565972222,GKU,8/9/2019,0.642361111,C
B0057,43,7129,FB666,8/9/2019,0.565972222,GKU,8/9/2019,0.642361111,F
B0009,44,9250,FB998,8/9/2019,0.670138889,OAX,8/9/2019,0.725694444,C
B0057,44,9250,FB998,8/9/2019,0.670138889,OAX,8/9/2019,0.725694444,F
B0009,45,13855,FB690,8/9/2019,0.899305556,THJ,8/9/2019,0.958333333,C
B0057,45,13855,FB690,8/9/2019,0.899305556,THJ,8/9/2019,0.958333333,F
B0009,46,106,FB89,8/10/2019,0.256944444,TGD,8/10/2019,0.375,C
B0057,46,106,FB89,8/10/2019,0.256944444,TGD,8/10/2019,0.375,F
B0009,47,2874,FB18,8/10/2019,0.375,HOM,8/10/2019,0.423611111,C
B0057,47,2874,FB18,8/10/2019,0.375,HOM,8/10/2019,0.423611111,F
B0009,48,5140,FB624,8/10/2019,0.475694444,XSJ,8/10/2019,0.548611111,C
B0057,48,5140,FB624,8/10/2019,0.475694444,XSJ,8/10/2019,0.548611111,F
B0009,49,7131,FB666,8/10/2019,0.565972222,GKU,8/10/2019,0.642361111,C
B0057,49,7131,FB666,8/10/2019,0.565972222,GKU,8/10/2019,0.642361111,F
B0009,50,9251,FB998,8/10/2019,0.670138889,OAX,8/10/2019,0.725694444,C
B0057,50,9251,FB998,8/10/2019,0.670138889,OAX,8/10/2019,0.725694444,F
B0009,51,13857,FB690,8/10/2019,0.899305556,THJ,8/10/2019,0.958333333,C
B0057,51,13857,FB690,8/10/2019,0.899305556,THJ,8/10/2019,0.958333333,F
B0009,52,56,FB1000,8/11/2019,0.149305556,SXA,8/11/2019,0.246527778,C
B0057,52,56,FB1000,8/11/2019,0.149305556,SXA,8/11/2019,0.246527778,F
B0009,53,5458,FB1606,8/11/2019,0.489583333,XNZ,8/11/2019,0.520833333,C
B0057,53,5458,FB1606,8/11/2019,0.489583333,XNZ,8/11/2019,0.520833333,F
B0009,54,8246,FB69,8/11/2019,0.625,TGD,8/11/2019,0.6875,C
B0057,54,8246,FB69,8/11/2019,0.625,TGD,8/11/2019,0.6875,F
B0009,55,9853,FB262,8/11/2019,0.701388889,FBX,8/11/2019,0.777777778,C
B0057,55,9853,FB262,8/11/2019,0.701388889,FBX,8/11/2019,0.777777778,F
B0009,56,12717,FB599,8/11/2019,0.819444444,TGD,8/11/2019,0.878472222,C
B0057,56,12717,FB599,8/11/2019,0.819444444,TGD,8/11/2019,0.878472222,F
B0009,57,181,FB411,8/12/2019,0.267361111,TGD,8/12/2019,0.315972222,C
B0057,57,181,FB411,8/12/2019,0.267361111,TGD,8/12/2019,0.315972222,F
B0009,58,2017,FB561,8/12/2019,0.336805556,TGD,8/12/2019,0.395833333,C
B0057,58,2017,FB561,8/12/2019,0.336805556,TGD,8/12/2019,0.395833333,F
B0009,59,3969,FB643,8/12/2019,0.416666667,TGD,8/12/2019,0.486111111,C
B0057,59,3969,FB643,8/12/2019,0.416666667,TGD,8/12/2019,0.486111111,F
B0009,60,6320,FB62,8/12/2019,0.520833333,NOU,8/12/2019,0.586805556,C
B0057,60,6320,FB62,8/12/2019,0.520833333,NOU,8/12/2019,0.586805556,F
B0009,61,8009,FB592,8/12/2019,0.611111111,MYJ,8/12/2019,0.673611111,C
B0057,61,8009,FB592,8/12/2019,0.611111111,MYJ,8/12/2019,0.673611111,F
B0009,62,13361,FB688,8/12/2019,0.847222222,THJ,8/12/2019,0.909722222,C
B0057,62,13361,FB688,8/12/2019,0.847222222,THJ,8/12/2019,0.909722222,F
B0009,63,140,FB239,8/13/2019,0.267361111,TGD,8/13/2019,0.34375,C
B0057,63,140,FB239,8/13/2019,0.267361111,TGD,8/13/2019,0.34375,F
B0009,64,2111,FB791,8/13/2019,0.34375,TGD,8/13/2019,0.409722222,C
B0057,64,2111,FB791,8/13/2019,0.34375,TGD,8/13/2019,0.409722222,F
B0009,65,4949,FB1867,8/13/2019,0.461805556,XMJ,8/13/2019,0.527777778,C
B0057,65,4949,FB1867,8/13/2019,0.461805556,XMJ,8/13/2019,0.527777778,F
B0009,66,7360,FB67,8/13/2019,0.583333333,TGD,8/13/2019,0.649305556,C
B0057,66,7360,FB67,8/13/2019,0.583333333,TGD,8/13/2019,0.649305556,F
B0009,67,9767,FB627,8/13/2019,0.697916667,TGD,8/13/2019,0.770833333,C
B0057,67,9767,FB627,8/13/2019,0.697916667,TGD,8/13/2019,0.770833333,F
B0009,68,12748,FB270,8/13/2019,0.819444444,FBX,8/13/2019,0.892361111,C
B0057,68,12748,FB270,8/13/2019,0.819444444,FBX,8/13/2019,0.892361111,F
B0009,69,1531,FB401,8/14/2019,0.326388889,TGD,8/14/2019,0.371527778,C
B0057,69,1531,FB401,8/14/2019,0.326388889,TGD,8/14/2019,0.371527778,F
B0009,70,3730,FB604,8/14/2019,0.413194444,XMH,8/14/2019,0.482638889,C
B0057,70,3730,FB604,8/14/2019,0.413194444,XMH,8/14/2019,0.482638889,F
B0009,71,5636,FB775,8/14/2019,0.496527778,HOM,8/14/2019,0.576388889,C
B0057,71,5636,FB775,8/14/2019,0.496527778,HOM,8/14/2019,0.576388889,F
B0009,72,8740,FB88,8/14/2019,0.649305556,MMY,8/14/2019,0.767361111,C
B0057,72,8740,FB88,8/14/2019,0.649305556,MMY,8/14/2019,0.767361111,F
B0009,73,12289,FB630,8/14/2019,0.802083333,XSJ,8/14/2019,0.878472222,C
B0057,73,12289,FB630,8/14/2019,0.802083333,XSJ,8/14/2019,0.878472222,F
B0009,74,13802,FB84,8/14/2019,0.892361111,NOU,8/14/2019,0.958333333,C
B0057,74,13802,FB84,8/14/2019,0.892361111,NOU,8/14/2019,0.958333333,F
B0010,1,1797,FB1731,8/1/2019,0.333333333,HOM,8/1/2019,0.416666667,C
B0058,1,1797,FB1731,8/1/2019,0.333333333,HOM,8/1/2019,0.416666667,F
B0010,2,3780,FB734,8/1/2019,0.416666667,UDJ,8/1/2019,0.472222222,C
B0058,2,3780,FB734,8/1/2019,0.416666667,UDJ,8/1/2019,0.472222222,F
B0010,3,6267,FB646,8/1/2019,0.517361111,XMJ,8/1/2019,0.590277778,C
B0058,3,6267,FB646,8/1/2019,0.517361111,XMJ,8/1/2019,0.590277778,F
B0010,4,8029,FB548,8/1/2019,0.614583333,XSJ,8/1/2019,0.663194444,C
B0058,4,8029,FB548,8/1/2019,0.614583333,XSJ,8/1/2019,0.663194444,F
B0010,5,10334,FB427,8/1/2019,0.722222222,HOM,8/1/2019,0.774305556,C
B0058,5,10334,FB427,8/1/2019,0.722222222,HOM,8/1/2019,0.774305556,F
B0010,6,12946,FB79,8/1/2019,0.833333333,TGD,8/1/2019,0.899305556,C
B0058,6,12946,FB79,8/1/2019,0.833333333,TGD,8/1/2019,0.899305556,F
B0010,7,1204,FB463,8/2/2019,0.315972222,TGD,8/2/2019,0.420138889,C
B0058,7,1204,FB463,8/2/2019,0.315972222,TGD,8/2/2019,0.420138889,F
B0010,8,3497,FB533,8/2/2019,0.402777778,TGD,8/2/2019,0.454861111,C
B0058,8,3497,FB533,8/2/2019,0.402777778,TGD,8/2/2019,0.454861111,F
B0010,9,5277,FB289,8/2/2019,0.479166667,FBX,8/2/2019,0.579861111,C
B0058,9,5277,FB289,8/2/2019,0.479166667,FBX,8/2/2019,0.579861111,F
B0010,10,7159,FB742,8/2/2019,0.569444444,XBT,8/2/2019,0.642361111,C
B0058,10,7159,FB742,8/2/2019,0.569444444,XBT,8/2/2019,0.642361111,F
B0010,11,9199,FB32,8/2/2019,0.666666667,HOM,8/2/2019,0.71875,C
B0058,11,9199,FB32,8/2/2019,0.666666667,HOM,8/2/2019,0.71875,F
B0010,12,10876,FB780,8/2/2019,0.746527778,NOU,8/2/2019,0.822916667,C
B0058,12,10876,FB780,8/2/2019,0.746527778,NOU,8/2/2019,0.822916667,F
B0010,13,164,FB985,8/3/2019,0.267361111,TGD,8/3/2019,0.3125,C
B0058,13,164,FB985,8/3/2019,0.267361111,TGD,8/3/2019,0.3125,F
B0010,14,3055,FB622,8/3/2019,0.381944444,XSJ,8/3/2019,0.454861111,C
B0058,14,3055,FB622,8/3/2019,0.381944444,XSJ,8/3/2019,0.454861111,F
B0010,15,5720,FB23,8/3/2019,0.5,TGD,8/3/2019,0.545138889,C
B0058,15,5720,FB23,8/3/2019,0.5,TGD,8/3/2019,0.545138889,F
B0010,16,8352,FB258,8/3/2019,0.628472222,FBX,8/3/2019,0.704861111,C
B0058,16,8352,FB258,8/3/2019,0.628472222,FBX,8/3/2019,0.704861111,F
B0010,17,10145,FB4876,8/3/2019,0.711805556,XBT,8/3/2019,0.743055556,C
B0058,17,10145,FB4876,8/3/2019,0.711805556,XBT,8/3/2019,0.743055556,F
B0010,18,12618,FB540,8/3/2019,0.815972222,OAX,8/3/2019,0.871527778,C
B0058,18,12618,FB540,8/3/2019,0.815972222,OAX,8/3/2019,0.871527778,F
B0010,19,165,FB411,8/4/2019,0.267361111,TGD,8/4/2019,0.315972222,C
B0058,19,165,FB411,8/4/2019,0.267361111,TGD,8/4/2019,0.315972222,F
B0010,20,1986,FB731,8/4/2019,0.336805556,HOM,8/4/2019,0.388888889,C
B0058,20,1986,FB731,8/4/2019,0.336805556,HOM,8/4/2019,0.388888889,F
B0010,21,4022,FB248,8/4/2019,0.423611111,FBX,8/4/2019,0.496527778,C
B0058,21,4022,FB248,8/4/2019,0.423611111,FBX,8/4/2019,0.496527778,F
B0010,22,6153,FB252,8/4/2019,0.513888889,FBX,8/4/2019,0.590277778,C
B0058,22,6153,FB252,8/4/2019,0.513888889,FBX,8/4/2019,0.590277778,F
B0010,23,7792,FB626,8/4/2019,0.600694444,XSJ,8/4/2019,0.673611111,C
B0058,23,7792,FB626,8/4/2019,0.600694444,XSJ,8/4/2019,0.673611111,F
B0010,24,10940,FB267,8/4/2019,0.75,TGD,8/4/2019,0.833333333,C
B0058,24,10940,FB267,8/4/2019,0.75,TGD,8/4/2019,0.833333333,F
B0010,25,1398,FB601,8/5/2019,0.315972222,TGD,8/5/2019,0.385416667,C
B0058,25,1398,FB601,8/5/2019,0.315972222,TGD,8/5/2019,0.385416667,F
B0010,26,3438,FB383,8/5/2019,0.399305556,TGD,8/5/2019,0.454861111,C
B0058,26,3438,FB383,8/5/2019,0.399305556,TGD,8/5/2019,0.454861111,F
B0010,27,5531,FB1142,8/5/2019,0.493055556,NOU,8/5/2019,0.569444444,C
B0058,27,5531,FB1142,8/5/2019,0.493055556,NOU,8/5/2019,0.569444444,F
B0010,28,7255,FB625,8/5/2019,0.579861111,TGD,8/5/2019,0.649305556,C
B0058,28,7255,FB625,8/5/2019,0.579861111,TGD,8/5/2019,0.649305556,F
B0010,29,8842,FB261,8/5/2019,0.65625,TGD,8/5/2019,0.732638889,C
B0058,29,8842,FB261,8/5/2019,0.65625,TGD,8/5/2019,0.732638889,F
B0010,30,11377,FB685,8/5/2019,0.760416667,TGD,8/5/2019,0.819444444,C
B0058,30,11377,FB685,8/5/2019,0.760416667,TGD,8/5/2019,0.819444444,F
B0010,31,13610,FB478,8/5/2019,0.868055556,SXA,8/5/2019,0.96875,C
B0058,31,13610,FB478,8/5/2019,0.868055556,SXA,8/5/2019,0.96875,F
B0010,32,133,FB239,8/6/2019,0.267361111,TGD,8/6/2019,0.34375,C
B0058,32,133,FB239,8/6/2019,0.267361111,TGD,8/6/2019,0.34375,F
B0010,33,2081,FB661,8/6/2019,0.34375,TGD,8/6/2019,0.416666667,C
B0058,33,2081,FB661,8/6/2019,0.34375,TGD,8/6/2019,0.416666667,F
B0010,34,4942,FB1867,8/6/2019,0.461805556,XMJ,8/6/2019,0.527777778,C
B0058,34,4942,FB1867,8/6/2019,0.461805556,XMJ,8/6/2019,0.527777778,F
B0010,35,7167,FB742,8/6/2019,0.569444444,XBT,8/6/2019,0.642361111,C
B0058,35,7167,FB742,8/6/2019,0.569444444,XBT,8/6/2019,0.642361111,F
B0010,36,9470,FB472,8/6/2019,0.680555556,SXA,8/6/2019,0.788194444,C
B0058,36,9470,FB472,8/6/2019,0.680555556,SXA,8/6/2019,0.788194444,F
B0010,37,12108,FB699,8/6/2019,0.798611111,TGD,8/6/2019,0.864583333,C
B0058,37,12108,FB699,8/6/2019,0.798611111,TGD,8/6/2019,0.864583333,F
B0010,38,134,FB239,8/7/2019,0.267361111,TGD,8/7/2019,0.34375,C
B0058,38,134,FB239,8/7/2019,0.267361111,TGD,8/7/2019,0.34375,F
B0010,39,2082,FB661,8/7/2019,0.34375,TGD,8/7/2019,0.416666667,C
B0058,39,2082,FB661,8/7/2019,0.34375,TGD,8/7/2019,0.416666667,F
B0010,40,4943,FB1867,8/7/2019,0.461805556,XMJ,8/7/2019,0.527777778,C
B0058,40,4943,FB1867,8/7/2019,0.461805556,XMJ,8/7/2019,0.527777778,F
B0010,41,7170,FB742,8/7/2019,0.569444444,XBT,8/7/2019,0.642361111,C
B0058,41,7170,FB742,8/7/2019,0.569444444,XBT,8/7/2019,0.642361111,F
B0010,42,9471,FB472,8/7/2019,0.680555556,SXA,8/7/2019,0.788194444,C
B0058,42,9471,FB472,8/7/2019,0.680555556,SXA,8/7/2019,0.788194444,F
B0010,43,12109,FB699,8/7/2019,0.798611111,TGD,8/7/2019,0.864583333,C
B0058,43,12109,FB699,8/7/2019,0.798611111,TGD,8/7/2019,0.864583333,F
B0010,44,135,FB239,8/8/2019,0.267361111,TGD,8/8/2019,0.34375,C
B0058,44,135,FB239,8/8/2019,0.267361111,TGD,8/8/2019,0.34375,F
B0010,45,2083,FB661,8/8/2019,0.34375,TGD,8/8/2019,0.416666667,C
B0058,45,2083,FB661,8/8/2019,0.34375,TGD,8/8/2019,0.416666667,F
B0010,46,4944,FB1867,8/8/2019,0.461805556,XMJ,8/8/2019,0.527777778,C
B0058,46,4944,FB1867,8/8/2019,0.461805556,XMJ,8/8/2019,0.527777778,F
B0010,47,7355,FB67,8/8/2019,0.583333333,TGD,8/8/2019,0.649305556,C
B0058,47,7355,FB67,8/8/2019,0.583333333,TGD,8/8/2019,0.649305556,F
